Model_Original,Brand,Year_Extracted,Screen_Size_Extracted,Weight_kg,Energy_kWh_Year,Repair_Score,Eco_Score_Target
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3431 Small Form Factor,Dell,2021.0,14.0,5.26,9.833333333333334,6.0,44.21000000000001
Precision 3440 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,48.13
Precision 3450 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,49.010000000000005
Precision 3460 Small Form Factor fwsdfFFactor,Dell,2021.0,14.0,3.867,9.833333333333334,6.0,44.93000000000001
Precision 3470,Dell,2021.0,14.0,1.49,9.833333333333334,6.0,56.45
Precision 3510,Dell,2021.0,14.0,2.6,9.833333333333334,6.0,53.57
Precision 3520,Dell,2021.0,14.0,2.17,9.833333333333334,6.0,55.730000000000004
Precision 3530,Dell,2021.0,14.0,2.03,9.833333333333334,6.0,53.25
Precision 3540,Dell,2021.0,14.0,1.9,9.833333333333334,6.0,48.93
Precision 3541,Dell,2021.0,14.0,1.97,9.833333333333334,6.0,48.53
Precision 3550,Dell,2021.0,14.0,1.85,9.833333333333334,6.0,48.45
Precision 3560,Dell,2021.0,14.0,1.825,9.833333333333334,6.0,55.010000000000005
Precision 3561,Dell,2021.0,14.0,1.79,9.833333333333334,6.0,49.730000000000004
Precision 3570,Dell,2021.0,14.0,1.78,9.833333333333334,6.0,50.93000000000001
Precision 3571,Dell,2021.0,14.0,1.792,9.833333333333334,6.0,50.13
Precision 3640 Tower,Dell,2021.0,14.0,13.0,9.833333333333334,6.0,40.05
Precision 3650 Tower,Dell,2021.0,14.0,13.0,9.833333333333334,6.0,40.05
Precision 3660 Tower,Dell,2021.0,14.0,7.678,9.833333333333334,6.0,40.05
Precision 3930 Rack,Dell,2021.0,14.0,7.8,9.833333333333334,6.0,40.05
Precision 5470,Dell,2021.0,14.0,1.48,9.833333333333334,6.0,48.45
Precision 5520,Dell,2021.0,14.0,1.88,9.833333333333334,6.0,50.61
Precision 5530 2-In-1,Dell,2021.0,14.0,2.04,9.833333333333334,6.0,53.650000000000006
Precision 5530,Dell,2021.0,14.0,2.05,9.833333333333334,6.0,52.85
Precision 5540,Dell,2021.0,14.0,2.1,9.833333333333334,6.0,40.05
Precision 5550,Dell,2021.0,14.0,2.05,9.833333333333334,6.0,46.93
Precision 5560,Dell,2021.0,14.0,2.04,9.833333333333334,6.0,45.489999999999995
Precision 5570,Dell,2021.0,14.0,2.04,9.833333333333334,6.0,44.61
Precision 5760,Dell,2021.0,14.0,2.53,9.833333333333334,6.0,40.05
Precision 5770,Dell,2021.0,14.0,2.5,9.833333333333334,6.0,40.05
Precision 7520,Dell,2021.0,14.0,2.98,9.833333333333334,6.0,48.13
Precision 7530,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,48.13
Precision 7540,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,50.69
Precision 7560,Dell,2021.0,14.0,2.49,9.833333333333334,6.0,43.410000000000004
Precision 7670,Dell,2021.0,14.0,2.6,9.833333333333334,6.0,42.29
Precision 7720,Dell,2021.0,14.0,3.45,9.833333333333334,6.0,46.769999999999996
Precision 7730,Dell,2021.0,14.0,3.09,9.833333333333334,6.0,41.97
Precision 7740,Dell,2021.0,14.0,3.09,9.833333333333334,6.0,43.010000000000005
Precision 7750,Dell,2021.0,14.0,3.13,9.833333333333334,6.0,40.45
Precision 7760,Dell,2021.0,14.0,3.01,9.833333333333334,6.0,40.05
Precision 7770,Dell,2021.0,14.0,3.05,9.833333333333334,6.0,40.93000000000001
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision 7865 Tower,Dell,2021.0,14.0,15.346,9.833333333333334,6.0,40.05
Precision Tower 3420,Dell,2021.0,14.0,8.2,9.833333333333334,6.0,40.05
Precision Tower 3430,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,45.65
Precision Tower 3620,Dell,2021.0,14.0,9.2,9.833333333333334,6.0,40.05
Precision Tower 3630,Dell,2021.0,14.0,10.57,9.833333333333334,6.0,40.05
Precision Tower 5810,Dell,2021.0,14.0,15.7,9.833333333333334,6.0,40.05
Precision Tower 5820,Dell,2021.0,14.0,21.7,9.833333333333334,6.0,40.05
Precision Tower 7810,Dell,2021.0,14.0,16.77,9.833333333333334,6.0,40.05
Precision Tower 7820,Dell,2021.0,14.0,24.7,9.833333333333334,6.0,40.05
Precision Tower 7910,Dell,2021.0,14.0,22.61,9.833333333333334,6.0,40.05
Precision Tower 7920,Dell,2021.0,14.0,33.1,9.833333333333334,6.0,40.05
S2216H Monitor,Dell,2021.0,14.0,4.497,9.833333333333334,6.0,43.730000000000004
S2218H Monitor,Dell,2021.0,14.0,4.449,9.833333333333334,6.0,40.769999999999996
S2218M Monitor,Dell,2021.0,14.0,4.388,9.833333333333334,6.0,41.97
S2316H Monitor,Dell,2021.0,14.0,4.575,9.833333333333334,6.0,43.010000000000005
S2318H Monitor,Dell,2021.0,14.0,4.839,9.833333333333334,6.0,41.010000000000005
S2318HN Monitor,Dell,2021.0,14.0,2.591,9.833333333333334,6.0,41.81
S2318M Monitor,Dell,2021.0,14.0,5.34,9.833333333333334,6.0,45.81
S2417DG Monitor,Dell,2021.0,14.0,8.025,9.833333333333334,6.0,40.05
S2418H Monitor,Dell,2021.0,14.0,2.5222,9.833333333333334,6.0,40.05
S2421H Monitor,Dell,2021.0,14.0,3.9,9.833333333333334,6.0,41.97
S2421HN Monitor,Dell,2021.0,14.0,3.8,9.833333333333334,6.0,42.05
S2421HS Monitor,Dell,2021.0,14.0,4.5,9.833333333333334,6.0,41.97
S2421HSX Monitor,Dell,2021.0,14.0,4.5,9.833333333333334,6.0,41.89
S2421NX Monitor,Dell,2021.0,14.0,3.8,9.833333333333334,6.0,42.21000000000001
S2716DG Monitor,Dell,2021.0,14.0,9.765,9.833333333333334,6.0,40.05
S2718D Monitor,Dell,2021.0,14.0,10.1,9.833333333333334,6.0,40.05
S2718H Monitor,Dell,2021.0,14.0,7.7,9.833333333333334,6.0,40.05
S2721D Monitor,Dell,2021.0,14.0,5.4,9.833333333333334,6.0,40.05
S2721DS Monitor,Dell,2021.0,14.0,6.19,9.833333333333334,6.0,40.05
S2721H Monitor,Dell,2021.0,14.0,5.0,9.833333333333334,6.0,40.05
S2721HN Monitor,Dell,2021.0,14.0,5.1,9.833333333333334,6.0,40.05
S2721HS Monitor,Dell,2021.0,14.0,5.8,9.833333333333334,6.0,40.05
S2721HSX Monitor,Dell,2021.0,14.0,5.8,9.833333333333334,6.0,40.05
S2721NX Monitor,Dell,2021.0,14.0,5.1,9.833333333333334,6.0,40.05
S2721Q Monitor,Dell,2021.0,14.0,5.4,9.833333333333334,6.0,40.05
SE2216H Monitor,Dell,2021.0,14.0,5.281,9.833333333333334,6.0,44.13
SE2416H Monitor,Dell,2021.0,14.0,6.2,9.833333333333334,6.0,42.05
SE2417HG Monitor,Dell,2021.0,14.0,4.07,9.833333333333334,6.0,49.17
SE2717H Monitor,Dell,2021.0,14.0,8.307,9.833333333333334,6.0,40.05
U2412M Monitor,Dell,2021.0,14.0,7.284,9.833333333333334,6.0,40.05
U2412MWH Monitor,Dell,2021.0,14.0,7.6917,9.833333333333334,6.0,40.05
U2414H Monitor,Dell,2021.0,14.0,7.671,9.833333333333334,6.0,40.05
U2415 Monitor,Dell,2021.0,14.0,8.605,9.833333333333334,6.0,40.05
U2417H Monitor,Dell,2021.0,14.0,2.498,9.833333333333334,6.0,44.21000000000001
U2417HA Monitor,Dell,2021.0,14.0,2.3787,9.833333333333334,6.0,42.53
U2417HWH Monitor,Dell,2021.0,14.0,2.4987,9.833333333333334,6.0,40.05
U2419H Monitor,Dell,2021.0,14.0,7.2156,9.833333333333334,6.0,40.05
U2419HC Monitor,Dell,2021.0,14.0,7.2156,9.833333333333334,6.0,40.05
U2419HX Monitor,Dell,2021.0,14.0,7.2156,9.833333333333334,6.0,40.05
U2421E Monitor,Dell,2021.0,14.0,6.2,9.833333333333334,6.0,40.05
U2422H Monitor (without stand),Dell,2021.0,14.0,3.52,9.833333333333334,6.0,43.17
U2422H Monitor,Dell,2021.0,14.0,5.27,9.833333333333334,6.0,41.730000000000004
U2422HE Monitor,Dell,2021.0,14.0,5.71,9.833333333333334,6.0,40.05
U2422HX Monitor,Dell,2021.0,14.0,5.27,9.833333333333334,6.0,41.730000000000004
U2520D Monitor,Dell,2021.0,14.0,5.92,9.833333333333334,6.0,40.05
U2520DR Monitor,Dell,2021.0,14.0,5.92,9.833333333333334,6.0,40.05
U2720Q Monitor,Dell,2021.0,14.0,6.2,9.833333333333334,6.0,40.05
U2721DE Monitor,Dell,2021.0,14.0,6.0,9.833333333333334,6.0,40.05
U2722D Monitor,Dell,2021.0,14.0,6.19,9.833333333333334,6.0,40.05
U2722DE Monitor,Dell,2021.0,14.0,6.59,9.833333333333334,6.0,40.05
U2722DX Monitor,Dell,2021.0,14.0,6.19,9.833333333333334,6.0,40.05
U2723QE Monitor,Dell,2021.0,14.0,6.27,9.833333333333334,6.0,40.05
U2723QX Monitor,Dell,2021.0,14.0,6.27,9.833333333333334,6.0,40.05
U3023E Monitor,Dell,2021.0,14.0,10.76,9.833333333333334,6.0,40.05
U3223QE Monitor,Dell,2021.0,14.0,9.988,9.833333333333334,6.0,40.05
U3223QZ Monitor,Dell,2021.0,14.0,11.73,9.833333333333334,6.0,40.05
U3419W Monitor,Dell,2021.0,14.0,11.1,9.833333333333334,6.0,40.05
U3421WE Monitor,Dell,2021.0,14.0,11.19,9.833333333333334,6.0,40.05
U3818DW Monitor,Dell,2021.0,14.0,18.26,9.833333333333334,6.0,40.05
U3821DW Monitor,Dell,2021.0,14.0,13.13,9.833333333333334,6.0,40.05
U4021QW Monitor,Dell,2021.0,14.0,13.85,9.833333333333334,6.0,40.05
U4320Q Monitor,Dell,2021.0,14.0,13.2,9.833333333333334,6.0,40.05
U4919DW Monitor,Dell,2021.0,14.0,16.742,9.833333333333334,6.0,40.05
Vostro 15 3510,Dell,2021.0,14.0,1.85,9.833333333333334,6.0,58.21
Vostro 15 3515,Dell,2021.0,14.0,1.85,9.833333333333334,6.0,57.49
Vostro 3910,Dell,2021.0,14.0,5.176,9.833333333333334,6.0,50.370000000000005
Vostro 5320,Dell,2021.0,14.0,1.249,9.833333333333334,6.0,53.97
Vostro 5620,Dell,2021.0,14.0,1.97,9.833333333333334,6.0,49.17
Vostro 5625,Dell,2021.0,14.0,1.97,9.833333333333334,6.0,49.650000000000006
Vostro 7620,Dell,2021.0,14.0,1.96,9.833333333333334,6.0,47.089999999999996
Wyse 3030 Thin Client,Dell,2021.0,14.0,0.64,9.833333333333334,6.0,74.45
Wyse 3040 Thin Client,Dell,2021.0,14.0,0.24,9.833333333333334,6.0,72.29
Wyse 5010 Thin Client,Dell,2021.0,14.0,0.93,9.833333333333334,6.0,73.17
Wyse 5020 Thin Client,Dell,2021.0,14.0,0.425,9.833333333333334,6.0,72.93
Wyse 5030 PCoIP Zero Client,Dell,2021.0,14.0,0.425,9.833333333333334,6.0,72.53
Wyse 5040 All-in-One Thin Client,Dell,2021.0,14.0,3.58,9.833333333333334,6.0,64.29
Wyse 5050 All-in-One Thin Client,Dell,2021.0,14.0,0.93,9.833333333333334,6.0,68.53
Wyse 5060 Thin Client,Dell,2021.0,14.0,1.0,9.833333333333334,6.0,72.05
Wyse 5070 Extended Thin Client,Dell,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,67.25
Wyse 5070 Thin Client,Dell,2021.0,14.0,1.11,9.833333333333334,6.0,68.05
Wyse 5470 All-in-One Thin Client,Dell,2021.0,14.0,6.02,9.833333333333334,6.0,64.93
Wyse 5470 Thin Client,Dell,2021.0,14.0,1.79,9.833333333333334,6.0,70.37
Wyse 7010 Thin Client,Dell,2021.0,14.0,1.1,9.833333333333334,6.0,71.81
Wyse 7020 Thin Client,Dell,2021.0,14.0,1.35,9.833333333333334,6.0,71.57
Wyse 7030 PCoIP Zero Client,Dell,2021.0,14.0,0.816,9.833333333333334,6.0,71.41
Wyse 7040 Thin Client,Dell,2021.0,14.0,1.18,9.833333333333334,6.0,70.28999999999999
XPS 13 7390 2-IN-1,Dell,2021.0,14.0,1.33,9.833333333333334,6.0,50.29
XPS 13 9300,Dell,2021.0,14.0,1.32,9.833333333333334,6.0,53.89
XPS 13 9310 2-IN-1,Dell,2021.0,14.0,1.37,9.833333333333334,6.0,52.69
XPS 13 9310,Dell,2021.0,14.0,1.31,9.833333333333334,6.0,54.29
XPS 13 9360,Dell,2021.0,14.0,1.23,9.833333333333334,6.0,57.17
XPS 13 9365 2-in-1,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,57.09
XPS 13 9370,Dell,2021.0,14.0,1.27,9.833333333333334,6.0,56.290000000000006
XPS 13 9380,Dell,2021.0,14.0,1.27,9.833333333333334,6.0,54.69
XPS 15 9500,Dell,2021.0,14.0,2.05,9.833333333333334,6.0,49.650000000000006
XPS 15 9510,Dell,2021.0,14.0,2.04,9.833333333333334,6.0,45.57
XPS 15 9520,Dell,2021.0,14.0,2.04,9.833333333333334,6.0,45.57
XPS 15 9560,Dell,2021.0,14.0,1.88,9.833333333333334,6.0,53.09
XPS 15 9570,Dell,2021.0,14.0,2.05,9.833333333333334,6.0,54.13
XPS 17 9710,Dell,2021.0,14.0,2.53,9.833333333333334,6.0,40.05
XPS 9315 2-in-1,Dell,2021.0,14.0,0.8728,9.833333333333334,6.0,47.17
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9315,Dell,2021.0,14.0,1.14,9.833333333333334,6.0,47.730000000000004
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9320,Dell,2021.0,14.0,1.24,9.833333333333334,6.0,49.650000000000006
XPS 9720,Dell,2021.0,14.0,2.5,9.833333333333334,6.0,40.05
Fairphone 3,Fairphone,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,76.89
Fairphone 4,Fairphone,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,76.058
Pixel 2 XL,Google,2021.0,14.0,0.175,9.833333333333334,6.0,74.33
Pixel 2,Google,2021.0,14.0,0.143,9.833333333333334,6.0,74.738
Pixel 3 XL,Google,2021.0,14.0,0.184,9.833333333333334,4.0,70.45
Pixel 3,Google,2021.0,14.0,0.148,9.833333333333334,4.0,70.85000000000001
Pixel 3a XL,Google,2021.0,14.0,0.166,9.833333333333334,6.0,76.05
Pixel 3a,Google,2021.0,14.0,0.144,9.833333333333334,6.0,76.45
Pixel 4 XL,Google,2021.0,14.0,0.193,9.833333333333334,4.0,69.65
Pixel 4,Google,2021.0,14.0,0.162,9.833333333333334,6.0,74.05
Pixel 4a (5G),Google,2021.0,14.0,0.171,9.833333333333334,6.0,74.85000000000001
Pixel 4a,Google,2021.0,14.0,0.143,9.833333333333334,6.0,76.45
Pixel 5,Google,2021.0,14.0,0.151,9.833333333333334,6.0,73.25
Pixel 5a with 5G,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,75.25
Pixel 6 Pro,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,72.45
Pixel 6,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,73.25
Pixel 6a,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,74.85000000000001
Pixel 7 Pro,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,73.25
Pixel 7,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,74.45
Pixel Slate,Google,2021.0,14.0,0.731,9.833333333333334,6.0,69.25
Pixel Watch,Google,2021.0,14.0,4.1344562068965525,9.833333333333334,6.0,78.05
Pixelbook Go,Google,2021.0,14.0,1.056,9.833333333333334,6.0,64.45
Pixelbook,Google,2021.0,14.0,1.1,9.833333333333334,6.0,64.00200000000001
11 inch Tablet PC,HP,2021.0,11.0,0.858,30.0,6.0,59.44
14 inch 4G LTE Laptop PC,HP,2021.0,14.0,1.4,9.833333333333334,6.0,64.29
14s Laptop PC ENERGY STAR,HP,2021.0,14.0,1.6,9.833333333333334,6.0,63.17
15 Laptop PC ENERGY STAR,HP,2021.0,14.0,2.1,9.833333333333334,6.0,61.57
15 Laptop PC,HP,2021.0,14.0,2.1,9.833333333333334,6.0,61.81
17 Laptop PC,HP,2021.0,14.0,2.48,9.833333333333334,6.0,55.25
250 G9 Notebook PC,HP,2021.0,14.0,2.2,9.833333333333334,6.0,64.53
255 G9 Notebook PC,HP,2021.0,14.0,2.2,9.833333333333334,6.0,61.650000000000006
256 G9 Notebook PC,HP,2021.0,14.0,2.2,9.833333333333334,6.0,64.53
470 G8 Notebook PC,HP,2021.0,14.0,2.49,9.833333333333334,6.0,51.25
Chromebook 11a,HP,2021.0,14.0,1.3,9.833333333333334,6.0,66.13
Chromebook 14a,HP,2021.0,14.0,1.61,9.833333333333334,6.0,55.25
Chromebook 14b,HP,2021.0,14.0,1.7,9.833333333333334,6.0,65.33
Chromebook Enterprise 11 G9 EE,HP,2021.0,14.0,1.45,9.833333333333334,6.0,56.45
Chromebook Enterprise 14 G7,HP,2021.0,14.0,1.72,9.833333333333334,6.0,55.650000000000006
Chromebook Enterprise x360 11 G4 EE,HP,2021.0,14.0,1.722,9.833333333333334,6.0,56.05
Chromebook x2 11,HP,2021.0,14.0,1.2,9.833333333333334,6.0,66.13
Chromebook x360 14a,HP,2021.0,14.0,1.66,9.833333333333334,6.0,54.85
Chromebook x360 14b,HP,2021.0,14.0,1.81,9.833333333333334,6.0,54.85
Chromebook x360 14c Notebook PC,HP,2021.0,14.0,1.82,9.833333333333334,6.0,54.85
E14 G4 Portable Monitor,HP,2021.0,14.0,0.6,9.833333333333334,6.0,41.650000000000006
E22 G4 FHD monitor,HP,2021.0,14.0,5.79,9.833333333333334,6.0,40.05
E22 G4,HP,2021.0,14.0,5.79,9.833333333333334,6.0,40.05
E23 G4 FHD Monitor,HP,2021.0,14.0,5.8,9.833333333333334,6.0,40.05
E230t 23 inch Display,HP,2021.0,23.0,5.4,30.0,6.0,53.2
E24 G4 FHD Monitor,HP,2021.0,14.0,5.98,9.833333333333334,6.0,40.05
E24 G4 HO DUAL,HP,2021.0,14.0,3.64,9.833333333333334,6.0,40.05
E24 G4 HO,HP,2021.0,14.0,3.64,9.833333333333334,6.0,40.05
E24i G4 HO,HP,2021.0,14.0,6.44,9.833333333333334,6.0,40.05
E24i G4 WUXGA Monitor,HP,2021.0,14.0,6.44,9.833333333333334,6.0,40.05
E24m G4 FHD USB-C Conferencing Monitor,HP,2021.0,14.0,7.4,9.833333333333334,6.0,57.17
E24mv G4 Collaboration Monitor,HP,2021.0,14.0,0.5,9.833333333333334,6.0,57.17
E24q G4 QHD Monitor,HP,2021.0,14.0,6.234,9.833333333333334,6.0,40.05
E24t G4 FHD Touch Monitor,HP,2021.0,14.0,6.22,9.833333333333334,6.0,40.05
E24u G4 FHD USB-C Monitor,HP,2021.0,14.0,6.44,9.833333333333334,6.0,40.05
E27 G4 FHD Monitor,HP,2021.0,14.0,7.65,9.833333333333334,6.0,40.05
E27m G4 QHD USB-C Conferencing Monitor,HP,2021.0,14.0,8.37,9.833333333333334,6.0,49.730000000000004
E27q G4 QHD Monitor,HP,2021.0,14.0,7.65,9.833333333333334,6.0,40.05
E27u G4 QHD USB-C Monitor,HP,2021.0,14.0,7.74,9.833333333333334,6.0,40.05
E34m G4 WQHD Curved USB-C Conferencing Monitor,HP,2021.0,14.0,12.18,9.833333333333334,6.0,40.769999999999996
Elite Tower 880 G9 Desktop PC,HP,2021.0,14.0,0.8,9.833333333333334,6.0,40.05
Elite x2 G8,HP,2021.0,14.0,1.1,9.833333333333334,6.0,56.05
EliteBook 645 14 inch G9 Notebook PC,HP,2021.0,14.0,0.7,9.833333333333334,6.0,66.77
EliteBook 655 15.6 inch G9 Notebook PC,HP,2021.0,15.6,1.9,30.0,6.0,60.0
EliteBook 835 G8 Notebook PC,HP,2021.0,14.0,1.58,9.833333333333334,6.0,53.25
EliteBook 840 Aero G8 Notebook PC,HP,2021.0,14.0,1.43,9.833333333333334,6.0,52.45
EliteBook 845 G8 Notebook PC,HP,2021.0,14.0,1.74,9.833333333333334,6.0,53.650000000000006
EliteBook 855 G8 Notebook PC,HP,2021.0,14.0,2.04,9.833333333333334,6.0,51.650000000000006
EliteBook x360 1040 G8 Notebook PC,HP,2021.0,14.0,1.625,9.833333333333334,6.0,54.05
Engage Go 10 Mobile System,HP,2021.0,14.0,2.05,9.833333333333334,6.0,65.73
Engage One 14 nostand,HP,2021.0,14.0,2.17,9.833333333333334,6.0,44.85
Engage One 14 withstand,HP,2021.0,14.0,2.17,9.833333333333334,6.0,44.85
Engage One 14t Nostand,HP,2021.0,14.0,2.46,9.833333333333334,6.0,44.05
Engage One 14t withstand,HP,2021.0,14.0,2.46,9.833333333333334,6.0,44.05
Engage One 16t Monitor,HP,2021.0,14.0,3.13,9.833333333333334,6.0,41.25
Engage One 16ts Monitor,HP,2021.0,14.0,4.17,9.833333333333334,6.0,40.45
ENVY 17 Laptop PC,HP,2021.0,14.0,2.78,9.833333333333334,6.0,48.85
ENVY 34 inch All-in-One Desktop PC 34-c,HP,2021.0,34.0,12.7,30.0,6.0,34.0
ENVY x360 15 Convertible PC,HP,2021.0,14.0,2.16,9.833333333333334,6.0,48.45
Fortis 11 inch G9 Chromebook Enterprise,HP,2021.0,11.0,0.52,30.0,6.0,59.6
Fortis 11 inch G9 Chromebook,HP,2021.0,11.0,0.52,30.0,6.0,59.6
Fortis 14” G10 Chromebook Enterprise,HP,2021.0,14.0,1.8,9.833333333333334,6.0,66.69
Fortis 14” G10 Chromebook,HP,2021.0,14.0,1.8,9.833333333333334,6.0,66.69
Fortis x360 11 inch G4 Chromebook Enterprise,HP,2021.0,11.0,0.7,30.0,6.0,59.44
Fortis x360 11 inch G4 Chromebook,HP,2021.0,11.0,0.7,30.0,6.0,59.44
M24 Webcam 23.8-inch Monitor,HP,2021.0,14.0,6.5,9.833333333333334,6.0,60.05
M24fd FHD USB-C Monitor,HP,2021.0,14.0,0.3,9.833333333333334,6.0,60.13
M27 Webcam 27-inch Monitor,HP,2021.0,14.0,7.5,9.833333333333334,6.0,56.370000000000005
Omen 27c,HP,2021.0,14.0,7.4,9.833333333333334,6.0,49.57
Omen 27u,HP,2021.0,14.0,8.5,9.833333333333334,6.0,42.45
