Model_Original,Brand,Year_Extracted,Screen_Size_Extracted,Weight_kg,Energy_kWh_Year,Repair_Score,Eco_Score_Target
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5550,Dell,2021.0,14.0,2.144,9.833333333333334,6.0,59.33
Latitude 5580,Dell,2021.0,14.0,2.17,9.833333333333334,6.0,56.13
Latitude 5590,Dell,2021.0,14.0,1.88,9.833333333333334,6.0,58.370000000000005
Latitude 5591,Dell,2021.0,14.0,1.934,9.833333333333334,6.0,55.650000000000006
Latitude 7200 2-in-1,Dell,2021.0,14.0,1.35,9.833333333333334,6.0,54.93000000000001
Latitude 7210 2-in-1,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,55.650000000000006
Latitude 7220 Rugged Extreme,Dell,2021.0,14.0,1.3,9.833333333333334,6.0,72.45
Latitude 7280,Dell,2021.0,14.0,1.56,9.833333333333334,6.0,62.290000000000006
Latitude 7285,Dell,2021.0,14.0,0.7,9.833333333333334,6.0,57.49
Latitude 7290,Dell,2021.0,14.0,1.19,9.833333333333334,6.0,63.33
Latitude 7300,Dell,2021.0,14.0,1.36,9.833333333333334,6.0,54.21000000000001
Latitude 7310 2-IN-1,Dell,2021.0,14.0,1.343,9.833333333333334,6.0,53.97
Latitude 7310,Dell,2021.0,14.0,1.343,9.833333333333334,6.0,53.81
Latitude 7320 2-IN-1,Dell,2021.0,14.0,1.46,9.833333333333334,6.0,53.410000000000004
Latitude 7320 Detachable,Dell,2021.0,14.0,0.789,9.833333333333334,6.0,73.49
Latitude 7320,Dell,2021.0,14.0,1.46,9.833333333333334,6.0,53.17
Latitude 7330 2-in-1,Dell,2021.0,14.0,1.36,9.833333333333334,6.0,56.370000000000005
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330 Rugged Extreme,Dell,2021.0,14.0,2.52,9.833333333333334,6.0,52.21000000000001
Latitude 7330,Dell,2021.0,14.0,0.967,9.833333333333334,6.0,57.89
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7350,Dell,2021.0,14.0,1.674,9.833333333333334,6.0,56.290000000000006
Latitude 7370,Dell,2021.0,14.0,1.12,9.833333333333334,6.0,57.010000000000005
Latitude 7380,Dell,2021.0,14.0,1.56,9.833333333333334,6.0,59.33
Latitude 7389 2-in-1,Dell,2021.0,14.0,1.45,9.833333333333334,6.0,56.93000000000001
Latitude 7390 2-in-1,Dell,2021.0,14.0,1.45,9.833333333333334,6.0,53.489999999999995
Latitude 7390,Dell,2021.0,14.0,1.19,9.833333333333334,6.0,62.290000000000006
Latitude 7400 2-in-1,Dell,2021.0,14.0,1.36,9.833333333333334,6.0,51.97
Latitude 7400,Dell,2021.0,14.0,1.54,9.833333333333334,6.0,54.45
Latitude 7410 2-in-1 Chromebook Enterprise,Dell,2021.0,14.0,1.63,9.833333333333334,6.0,43.010000000000005
Latitude 7410 2-in-1,Dell,2021.0,14.0,1.374,9.833333333333334,6.0,53.010000000000005
Latitude 7410 Chromebook Enterprise,Dell,2021.0,14.0,1.52,9.833333333333334,6.0,43.730000000000004
Latitude 7410,Dell,2021.0,14.0,1.374,9.833333333333334,6.0,53.730000000000004
Latitude 7420 2-in-1,Dell,2021.0,14.0,1.52,9.833333333333334,6.0,51.81
Latitude 7420,Dell,2021.0,14.0,1.52,9.833333333333334,6.0,52.769999999999996
Latitude 7430 2-in-1,Dell,2021.0,14.0,1.35,9.833333333333334,6.0,51.33
Latitude 7430,Dell,2021.0,14.0,1.22,9.833333333333334,6.0,57.17
Latitude 7480,Dell,2021.0,14.0,1.88,9.833333333333334,6.0,60.13
Latitude 7490,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,60.769999999999996
Latitude 7520,Dell,2021.0,14.0,1.86,9.833333333333334,6.0,50.93000000000001
Latitude 7530,Dell,2021.0,14.0,1.54,9.833333333333334,6.0,54.93000000000001
Latitude 9330,Dell,2021.0,14.0,1.27,9.833333333333334,6.0,50.29
Latitude 9410 2-in-1,Dell,2021.0,14.0,1.8,9.833333333333334,6.0,51.489999999999995
Latitude 9420 2-in-1,Dell,2021.0,14.0,1.33,9.833333333333334,6.0,52.05
Latitude 9420,Dell,2021.0,14.0,1.33,9.833333333333334,6.0,52.53
Latitude 9430 2-in-1,Dell,2021.0,14.0,1.44,9.833333333333334,6.0,49.650000000000006
Latitude 9430,Dell,2021.0,14.0,1.29,9.833333333333334,6.0,50.05
Latitude 9510 2-in-1,Dell,2021.0,14.0,1.705,9.833333333333334,6.0,41.489999999999995
Latitude 9510,Dell,2021.0,14.0,1.705,9.833333333333334,6.0,41.489999999999995
Latitude 9520 2-in-1,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,51.17
Latitude 9520,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,50.69
Latitude E5270,Dell,2021.0,14.0,1.72,9.833333333333334,10.0,68.85
Latitude E5470,Dell,2021.0,14.0,2.1,9.833333333333334,6.0,57.650000000000006
Latitude E5570,Dell,2021.0,14.0,1.72,9.833333333333334,6.0,60.85
Latitude E7250,Dell,2021.0,14.0,1.365,9.833333333333334,6.0,62.21
Latitude E7270,Dell,2021.0,14.0,1.54,9.833333333333334,6.0,60.13
Latitude E7450,Dell,2021.0,14.0,1.559,9.833333333333334,6.0,61.010000000000005
Latitude E7470,Dell,2021.0,14.0,1.88,9.833333333333334,6.0,59.17
Latitude Rugged 5420,Dell,2021.0,14.0,2.3,9.833333333333334,6.0,51.89
Latitude Rugged 5424,Dell,2021.0,14.0,2.8,9.833333333333334,6.0,51.17
OptiPlex 3000 Micro Form Factor,Dell,2021.0,14.0,1.094,9.833333333333334,6.0,60.13
OptiPlex 3000 Small Form Factor,Dell,2021.0,14.0,3.712,9.833333333333334,6.0,52.69
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 TC,Dell,2021.0,14.0,0.935,9.833333333333334,6.0,63.41
OptiPlex 3000 Tower,Dell,2021.0,14.0,5.176,9.833333333333334,6.0,41.25
OptiPlex 3050 All-in-One Desktop,Dell,2021.0,14.0,7.715,9.833333333333334,6.0,48.29
OptiPlex 3050 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,59.41
OptiPlex 3050 Small Form Factor,Dell,2021.0,14.0,6.3,9.833333333333334,6.0,46.53
OptiPlex 3050 Tower,Dell,2021.0,14.0,6.1,9.833333333333334,6.0,45.489999999999995
OptiPlex 3060 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,60.53
OptiPlex 3060 Small Form Factor,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,46.93
OptiPlex 3060 Tower,Dell,2021.0,14.0,6.5,9.833333333333334,6.0,41.410000000000004
OptiPlex 3070 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,58.21
OptiPlex 3070 Small Form Factor,Dell,2021.0,14.0,5.26,9.833333333333334,6.0,48.13
OptiPlex 3070 Tower,Dell,2021.0,14.0,7.93,9.833333333333334,6.0,40.05
OptiPlex 3080 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,58.21
OptiPlex 3080 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,45.65
OptiPlex 3080 Tower,Dell,2021.0,14.0,5.351,9.833333333333334,6.0,41.410000000000004
OptiPlex 3090 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,59.25
OptiPlex 3090 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,46.05
OptiPlex 3090 Tower,Dell,2021.0,14.0,5.902,9.833333333333334,6.0,49.010000000000005
OptiPlex 3090 Ultra,Dell,2021.0,14.0,0.64,9.833333333333334,6.0,63.25
OptiPlex 3280 All-in-One Desktop,Dell,2021.0,14.0,8.55,9.833333333333334,6.0,50.85
OptiPlex 5000 Micro Form Factor,Dell,2021.0,14.0,1.094,9.833333333333334,6.0,59.650000000000006
OptiPlex 5000 Small Form Factor,Dell,2021.0,14.0,3.843,9.833333333333334,6.0,50.370000000000005
OptiPlex 5000 Tower,Dell,2021.0,14.0,5.418,9.833333333333334,6.0,40.21000000000001
OptiPlex 5050 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,59.33
OptiPlex 5050 Small Form Factor,Dell,2021.0,14.0,6.3,9.833333333333334,6.0,47.17
OptiPlex 5050 Tower,Dell,2021.0,14.0,6.1,9.833333333333334,6.0,40.93000000000001
OptiPlex 5055 Small Form Factor,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,45.17
OptiPlex 5055 Tower,Dell,2021.0,14.0,6.7,9.833333333333334,6.0,41.410000000000004
OptiPlex 5060 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,59.09
OptiPlex 5060 Small Form Factor,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,46.05
OptiPlex 5060 Tower,Dell,2021.0,14.0,6.5,9.833333333333334,6.0,40.05
OptiPlex 5070 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,58.290000000000006
OptiPlex 5070 Small Form Factor,Dell,2021.0,14.0,5.26,9.833333333333334,6.0,47.57
OptiPlex 5070 Tower,Dell,2021.0,14.0,7.93,9.833333333333334,6.0,40.05
OptiPlex 5080 Micro Form Factor,Dell,2021.0,14.0,1.38,9.833333333333334,6.0,59.010000000000005
OptiPlex 5080 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,48.21
OptiPlex 5080 Tower,Dell,2021.0,14.0,5.902,9.833333333333334,6.0,40.05
OptiPlex 5090 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,59.650000000000006
OptiPlex 5090 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,50.45
OptiPlex 5090 Tower,Dell,2021.0,14.0,5.9,9.833333333333334,6.0,40.05
OptiPlex 5250 All-in-One Desktop,Dell,2021.0,14.0,11.075,9.833333333333334,6.0,44.21000000000001
OptiPlex 5260 All-in-One Desktop,Dell,2021.0,14.0,9.54,9.833333333333334,6.0,43.17
OptiPlex 5270 All-in-One Desktop,Dell,2021.0,14.0,9.54,9.833333333333334,6.0,47.81
OptiPlex 5400 All-in-One Desktop,Dell,2021.0,14.0,10.02,9.833333333333334,6.0,46.769999999999996
OptiPlex 5480 All-in-One Desktop,Dell,2021.0,14.0,10.04,9.833333333333334,6.0,41.57
OptiPlex 5490 All-in-One Desktop,Dell,2021.0,14.0,10.02,9.833333333333334,6.0,49.010000000000005
OptiPlex 7000 Micro Form Factor,Dell,2021.0,14.0,1.094,9.833333333333334,6.0,60.370000000000005
OptiPlex 7000 Small Form Factor,Dell,2021.0,14.0,3.859,9.833333333333334,6.0,52.61
OptiPlex 7000 Tower,Dell,2021.0,14.0,5.386,9.833333333333334,6.0,50.69
OptiPlex 7050 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,59.41
OptiPlex 7050 Small Form Factor,Dell,2021.0,14.0,6.3,9.833333333333334,6.0,46.769999999999996
OptiPlex 7050 Tower,Dell,2021.0,14.0,6.5,9.833333333333334,6.0,40.769999999999996
OptiPlex 7060 Micro Form Factor,Dell,2021.0,14.0,2.82,9.833333333333334,6.0,60.45
OptiPlex 7060 Small Form Factor,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,48.21
OptiPlex 7060 Tower,Dell,2021.0,14.0,6.5,9.833333333333334,6.0,41.25
OptiPlex 7070 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,58.290000000000006
OptiPlex 7070 Small Form Factor,Dell,2021.0,14.0,5.26,9.833333333333334,6.0,46.69
OptiPlex 7070 Tower,Dell,2021.0,14.0,7.93,9.833333333333334,6.0,40.05
OptiPlex 7070 Ultra,Dell,2021.0,14.0,0.6,9.833333333333334,6.0,64.37
OptiPlex 7071 Tower,Dell,2021.0,14.0,6.69,9.833333333333334,6.0,40.85
OptiPlex 7080 Micro Form Factor,Dell,2021.0,14.0,1.38,9.833333333333334,6.0,59.010000000000005
OptiPlex 7080 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,48.13
OptiPlex 7080 Tower,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,41.010000000000005
OptiPlex 7090 Micro Form Factor,Dell,2021.0,14.0,1.4,9.833333333333334,6.0,58.69
OptiPlex 7090 Small Form Factor,Dell,2021.0,14.0,4.6,9.833333333333334,6.0,49.489999999999995
OptiPlex 7090 Tower,Dell,2021.0,14.0,6.55,9.833333333333334,6.0,43.730000000000004
OptiPlex 7090 Ultra,Dell,2021.0,14.0,0.64,9.833333333333334,6.0,62.93000000000001
OptiPlex 7400 All-in-One,Dell,2021.0,14.0,10.02,9.833333333333334,6.0,46.29
OptiPlex 7450 All-in-One Desktop,Dell,2021.0,14.0,11.759,9.833333333333334,6.0,40.05
OptiPlex 7460 All-in-One Desktop,Dell,2021.0,14.0,9.93,9.833333333333334,6.0,40.05
OptiPlex 7470 All-in-One Desktop,Dell,2021.0,14.0,9.93,9.833333333333334,6.0,44.13
OptiPlex 7480 All-in-One Desktop,Dell,2021.0,14.0,10.02,9.833333333333334,6.0,40.05
OptiPlex 7490 All-in-One Desktop,Dell,2021.0,14.0,10.02,9.833333333333334,6.0,49.489999999999995
OptiPlex 7760 All-in-One Desktop,Dell,2021.0,14.0,13.23,9.833333333333334,6.0,40.05
OptiPlex 7770 All-in-One Desktop,Dell,2021.0,14.0,13.23,9.833333333333334,6.0,40.05
OptiPlex 7780 All-in-One Desktop,Dell,2021.0,14.0,13.54,9.833333333333334,6.0,40.05
OptiPlex XE2 Mini Tower,Dell,2021.0,14.0,9.4,9.833333333333334,6.0,40.05
OptiPlex XE2 Small Form Factor,Dell,2021.0,14.0,6.0,9.833333333333334,6.0,40.05
OptiPlex XE3 Small Form Factor,Dell,2021.0,14.0,5.24,9.833333333333334,6.0,43.97
OptiPlex XE3 Tower,Dell,2021.0,14.0,6.5,9.833333333333334,6.0,40.05
OptiPlex XE4 Small Form Factor,Dell,2021.0,14.0,4.201,9.833333333333334,6.0,51.25
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
OptiPlex XE4 Tower,Dell,2021.0,14.0,5.828,9.833333333333334,6.0,45.57
P1914S Monitor,Dell,2021.0,14.0,5.12,9.833333333333334,6.0,40.769999999999996
P1917S Monitor (without stand),Dell,2021.0,14.0,3.24,9.833333333333334,6.0,47.25
P1917S Monitor,Dell,2021.0,14.0,5.97,9.833333333333334,6.0,45.410000000000004
P1917SWH Monitor,Dell,2021.0,14.0,5.97,9.833333333333334,6.0,44.769999999999996
P2017H Monitor,Dell,2017.0,14.0,5.66,30.0,6.0,40.239999999999995
P2018H Monitor,Dell,2018.0,14.0,5.682,30.0,6.0,39.760000000000005
P2217 Monitor,Dell,2021.0,14.0,7.03,9.833333333333334,6.0,41.730000000000004
P2217H Monitor,Dell,2021.0,14.0,5.36,9.833333333333334,6.0,42.61
P2217WH Monitor,Dell,2021.0,14.0,6.957,9.833333333333334,6.0,41.09
P2219H Monitor,Dell,2021.0,14.0,5.9726,9.833333333333334,6.0,42.29
P2219HC Monitor,Dell,2021.0,14.0,6.4726,9.833333333333334,6.0,41.09
P2222H Monitor (without stand),Dell,2021.0,14.0,2.82,9.833333333333334,6.0,43.010000000000005
P2222H Monitor,Dell,2021.0,14.0,4.57,9.833333333333334,6.0,41.57
P2223HC Monitor,Dell,2021.0,14.0,4.64,9.833333333333334,6.0,40.05
P2317H Monitor,Dell,2021.0,14.0,7.32,9.833333333333334,6.0,40.61
P2319H Monitor,Dell,2021.0,14.0,8.766,9.833333333333334,6.0,40.05
P2415Q Monitor,Dell,2021.0,14.0,8.35,9.833333333333334,6.0,40.05
P2417H Monitor,Dell,2021.0,14.0,6.746,9.833333333333334,6.0,42.61
P2418D Monitor,Dell,2021.0,14.0,7.335,9.833333333333334,6.0,40.05
P2418HT Monitor,Dell,2021.0,14.0,2.894,9.833333333333334,6.0,43.010000000000005
P2418HZ Monitor,Dell,2021.0,14.0,7.407,9.833333333333334,6.0,40.05
P2418HZM Monitor,Dell,2021.0,14.0,7.457,9.833333333333334,6.0,40.05
P2419H Monitor,Dell,2021.0,14.0,6.7426,9.833333333333334,6.0,40.05
P2419HC Monitor (without stand),Dell,2021.0,14.0,3.52,9.833333333333334,6.0,41.97
P2419HC Monitor,Dell,2021.0,14.0,7.0126,9.833333333333334,6.0,40.13
P2421 Monitor,Dell,2021.0,14.0,5.6,9.833333333333334,6.0,42.05
P2421D Monitor,Dell,2021.0,14.0,5.36,9.833333333333334,6.0,40.05
P2421DC Monitor,Dell,2021.0,14.0,5.76,9.833333333333334,6.0,40.05
P2422H Monitor (without stand),Dell,2021.0,14.0,3.39,9.833333333333334,6.0,42.93000000000001
P2422H Monitor,Dell,2021.0,14.0,5.15,9.833333333333334,6.0,41.57
P2422HA Monitor,Dell,2021.0,14.0,5.15,9.833333333333334,6.0,40.370000000000005
P2422HE Monitor (without stand),Dell,2021.0,14.0,3.81,9.833333333333334,6.0,40.05
P2422HE Monitor,Dell,2021.0,14.0,5.57,9.833333333333334,6.0,40.05
P2423 Monitor,Dell,2021.0,14.0,5.23,9.833333333333334,6.0,40.05
P2423D Monitor,Dell,2021.0,14.0,5.07,9.833333333333334,6.0,40.05
P2423DE Monitor,Dell,2021.0,14.0,5.55,9.833333333333334,6.0,40.05
P2717H Monitor,Dell,2021.0,14.0,3.4762,9.833333333333334,6.0,40.05
P2719H Monitor,Dell,2021.0,14.0,11.68,9.833333333333334,6.0,40.05
P2719HC Monitor (without stand),Dell,2021.0,14.0,4.67,9.833333333333334,6.0,40.05
P2719HC Monitor,Dell,2021.0,14.0,11.68,9.833333333333334,6.0,40.05
P2720D Monitor,Dell,2021.0,14.0,6.87,9.833333333333334,6.0,40.05
P2720DC Monitor,Dell,2021.0,14.0,7.27,9.833333333333334,6.0,40.05
P2722H Monitor,Dell,2021.0,14.0,6.27,9.833333333333334,6.0,40.05
P2722HE Monitor,Dell,2021.0,14.0,6.81,9.833333333333334,6.0,40.05
P2723D Monitor,Dell,2021.0,14.0,6.38,9.833333333333334,6.0,40.05
P2723DE Monitor,Dell,2021.0,14.0,6.91,9.833333333333334,6.0,40.05
P2723QE Monitor,Dell,2021.0,14.0,6.88,9.833333333333334,6.0,40.05
P3221D Monitor,Dell,2021.0,14.0,10.7,9.833333333333334,6.0,40.05
P3222QE Monitor,Dell,2021.0,14.0,9.6,9.833333333333334,6.0,40.05
P3223DE Monitor,Dell,2021.0,14.0,11.7,9.833333333333334,6.0,40.05
P3223QE Monitor,Dell,2021.0,14.0,9.9,9.833333333333334,6.0,40.05
P3418HW Monitor,Dell,2021.0,14.0,12.2805,9.833333333333334,6.0,40.05
P3421W Monitor,Dell,2021.0,14.0,10.3,9.833333333333334,6.0,40.05
Precision 3240 Tower,Dell,2021.0,14.0,2.1,9.833333333333334,6.0,52.370000000000005
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
Precision 3260 Compact,Dell,2021.0,14.0,1.426,9.833333333333334,6.0,57.730000000000004
