Device_Name,Energy_Consumption_kWh,Recycled_Percentage,RoHS_Compliant,Screen_Size_Inch,Weight_Kg,RAM_GB,Storage_GB,CPU_Score,Eco_Score
Acer Chromebook Plus 514 CB514-4HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-4HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-5H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-5H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-5HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-5HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-6H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-6H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-6HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CB514-6HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CBE594-3,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CBE594-3,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CBE594-3T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 514 CBE594-3T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 516 CB516-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 516 CB516-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 516 CB516-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus 516 CB516-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 514 CBE574-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 514 CBE574-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 514 CBE574-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 514 CBE574-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 514 CBE594-2,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 514 CBE594-2,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 514 CBE594-2T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 514 CBE594-2T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 515 CBE595-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 515 CBE595-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 515 CBE595-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 515 CBE595-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Plus Enterprise 515 CBE595-2,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 515 CBE595-2,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 515 CBE595-2T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 515 CBE595-2T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 515 CBE595-2-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 714 CBE794-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 714 CBE794-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 714 CBE794-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise 714 CBE794-1T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 514 CPE594-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 514 CPE594-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 714 CPE794-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 714 CPE794-1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 714 CPE794-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Enterprise Spin 714 CPE794-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CP514-4HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CP514-4HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CP514-5HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CP514-5HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CPE584-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 514 CPE584-1N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 714 CP714-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 714 CP714-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 714 CP714-1HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Plus Spin 714 CP714-1HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 311 R724T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 311 R724T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 311 R724T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 311 ROA732LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 312 CP312-1HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 312 CP312-1HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 314 CP314-2HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 314 CP314-2HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R753LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R753LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R753LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R753LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R753T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R753TN-C4MC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Spin 511 R756T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R756TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R757T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R757T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R757TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 511 R757TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856LTN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R856TN-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R857T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R857T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R857TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Spin 512 R857TN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Tab 311 CW311-3HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Tab 311 CW311-3HN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Tab 311 CW311-3WN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Tab 311 CW311-3WN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Tab 311 D723N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Tab 311 D723N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Acer Chromebook Vero 514 CBV514-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Chromebook Vero 514 CBV514-1HT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer Swift 16 AI SF16-71T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 14 TMP214-55-G3-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 14 TMP214-75-G3-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 14 TMP214-75-G3-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 16 TMP216-51-G3,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 16 TMP216-51-G3-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate P2 16 TMP216-71-G3-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate X4 14 AI TMX414-51,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Acer TravelMate X4 14 AI TMX414-51-TCO,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AD345G,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD345GN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD345GN-50,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD345GN-AEG,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD345GWN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD360G,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD360GN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD360GWN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD6090,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD6090N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD7100,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD7100N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD8120P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD8120U,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD8130zP,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
AD8150N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
ADS-3100,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
ADS-3300W,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
ADS-3350W,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
ADS-4300N,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
ADS-4700W,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
ADS-4900W,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AG14-22P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG14-22P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG14-32P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG14-32P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-21P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-21P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-21PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-21PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-32P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-32P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-41P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-41P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-41PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-41PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-51P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-51P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-71P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-71P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-71PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG15-71PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG17-31P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AG17-31P,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AGSP14-31PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AGSP14-31PT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P10 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Altos P130 F9,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AM-M5500,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 20E1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 20E1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 20E1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1H,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22E2UMF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 22P1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P1D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2DU,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2DU,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2DU,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2DU,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2DU,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2ES,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 22P2UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E1Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E2QA,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3QAF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC  24E3QF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E3UF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
AOC 24E3UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E3UM,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E4CV,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E4CV,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E4CV,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E4CV,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
AOC 24E4CV,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
