Device Name,Energy Star,RoHS,Recycled %,Easy Disassemble,EPEAT Rank,Source Link
"1258H V7, FusionServer 1258H V7",0,1,0,0,1,https://www.epeat.net/product-details/ad5c19b962764260b412a67b62b7ce4d
"1288H V6, FusionServer 1288H V6",0,1,0,0,1,https://www.epeat.net/product-details/bd5c588b4275431ea7d6009d9ea93e78
1288H V7， FusionServer 1288H V7,0,1,0,0,1,https://www.epeat.net/product-details/b48f6ea6a8294f1396d07444b5cfb545
2258 V7，FusionServer 2258 V7,0,1,0,0,1,https://www.epeat.net/product-details/9d87e07739664773983cde957b3db088
"2258H V7, FusionServer 2258H V7",0,1,0,0,1,https://www.epeat.net/product-details/b3ce6b894c2e42bba50021694691a055
"2288 V7, FusionServer 2288 V7",0,1,0,0,1,https://www.epeat.net/product-details/af7973e2d0774879b5fb3e3c525869c5
"2288 V8, FusionServer 2288 V8",0,1,0,0,1,https://www.epeat.net/product-details/c69ea15b1bf340f4a0ec302f4a9e0745
2288H V6，FusionServer 2288H V6,0,1,0,0,1,https://www.epeat.net/product-details/5439b5aa641842e99314f82c6d19d9d9
"2288H V7, FusionServer 2288H V7",0,1,0,0,1,https://www.epeat.net/product-details/af413550ff624f1eb198c01c62ebf9d6
2488H V6，FusionServer 2488H V6,0,1,0,0,1,https://www.epeat.net/product-details/0cdf2e13a17a4afcab0251a7486244e6
"2488H V7, FusionServer 2488H V7",0,1,0,0,1,https://www.epeat.net/product-details/44f5fd442f8a4bf580a48090faf90c2a
24BL550J,0,1,0,0,1,https://www.epeat.net/product-details/378509609cc2402981f81e5471fe9445
24BN650U,0,1,0,0,1,https://www.epeat.net/product-details/cc53a0c1b05548b0bf78b1711a7f8fc3
"5288 V6, FusionServer 5288 V6",0,1,0,0,1,https://www.epeat.net/product-details/024e90e2ff46456ba88c35ee3115b67b
5288 V7， FusionServer 5288 V7,0,1,0,0,1,https://www.epeat.net/product-details/60acd3589f5b4dc4a3d106bc80c915b6
5885H V6，FusionServer 5885H V6,0,1,0,0,1,https://www.epeat.net/product-details/78eda40e507b4e7bb8e0359e2ccd115b
5885H V7，FusionServer 5885H V7,0,1,0,0,1,https://www.epeat.net/product-details/a80224deca574f38ba5f670d6f49665c
730 EX Plus Scan Station,0,1,0,0,2,https://www.epeat.net/product-details/e26aee6766f74f8d941c022b59f42bff
A14-11M,0,1,0,0,3,https://www.epeat.net/product-details/b1b74ff9782b4cc7b33a92f0e83b7126
A14-11M,0,1,0,0,3,https://www.epeat.net/product-details/bb1e665192c0412f8b7c09e426047861
A14-11MT,0,1,0,0,3,https://www.epeat.net/product-details/2f77885a6ec34bdba045a40ae8eac44f
A14-11MT,0,1,0,0,3,https://www.epeat.net/product-details/cc4954e641f3416abb61b0712b2aefbe
A14-51M,0,1,0,0,2,https://www.epeat.net/product-details/e9bda2d1190645c28dd80c954070937a
A14-51M,0,1,0,0,2,https://www.epeat.net/product-details/f1d95d918b2a4009a5c3335e6f65fc63
A14-51P,0,1,0,0,2,https://www.epeat.net/product-details/847ac53aba774523af32ceec937964f7
A14-51P,0,1,0,0,2,https://www.epeat.net/product-details/828c306c0d81496287e2a49c8c0e11f1
A14-52M,0,1,0,0,3,https://www.epeat.net/product-details/bf65d9e711ef40e7ac4dce1481af66f7
A14-52M,0,1,0,0,3,https://www.epeat.net/product-details/c73b746038f44c90aca4b0f41cae37fe
A14-52M,0,1,0,0,3,https://www.epeat.net/product-details/487b737c7cc3427884914e02f3f79532
A14-52M,0,1,0,0,3,https://www.epeat.net/product-details/e6550ae9c397425bb688364e9f1eb7a9
A14-52MT,0,1,0,0,3,https://www.epeat.net/product-details/a775976dc4564a5eaf9a9df847cbf9f5
A14-52MT,0,1,0,0,3,https://www.epeat.net/product-details/433851677c64486fbd276b139a0edf94
A14-53M,0,1,0,0,3,https://www.epeat.net/product-details/ae316724c7d34e4ab81b64ac7313d35c
A14-53M,0,1,0,0,3,https://www.epeat.net/product-details/de2af5761cf547a2bdb50d27a7e80609
A14-53MT,0,1,0,0,3,https://www.epeat.net/product-details/a128225ec8e54018a732cad156610487
A14-53MT,0,1,0,0,3,https://www.epeat.net/product-details/44a0d6424c9f4de79e77851c6849e070
A14-61M,0,1,0,0,3,https://www.epeat.net/product-details/0a35806cef704cda818bd797a3c1636f
A14-61M,0,1,0,0,3,https://www.epeat.net/product-details/c50fc255ce2146f096e34fd61ca6b480
A14-61MT,0,1,0,0,3,https://www.epeat.net/product-details/61e786fb17344cc982d5b91c714e8635
A14-61MT,0,1,0,0,3,https://www.epeat.net/product-details/6aeb87ba7e6549e886db8b6ddd6dc4fe
A140,0,1,0,0,1,https://www.epeat.net/product-details/632e37063f5c42eaa13f2b81b0a8310a
A15-51M,0,1,0,0,2,https://www.epeat.net/product-details/140140898a3849e38096b82ed79ab09c
A15-51M,0,1,0,0,2,https://www.epeat.net/product-details/4f80717b4b9340cd8842f88e03118ab0
A15-51MT,0,1,0,0,2,https://www.epeat.net/product-details/e650803a52384a74aa27010be5375390
A15-51MT,0,1,0,0,2,https://www.epeat.net/product-details/bb7095abb2c64a6c8c986ef61c837d55
A15-51P,0,1,0,0,2,https://www.epeat.net/product-details/937c4711e2f94e71b1f60b0e14015f74
A15-51P,0,1,0,0,2,https://www.epeat.net/product-details/a78bb239c9a8489682ca9f643ea6c100
A16-11M,0,1,0,0,3,https://www.epeat.net/product-details/00d30d94ad024dcdb8901a38fe8b33ab
A16-11M,0,1,0,0,3,https://www.epeat.net/product-details/c091eb35125b4e7fa2ad2b13e458f33b
A16-11MT,0,1,0,0,3,https://www.epeat.net/product-details/50b2ce0a189541c1852fc11759c7119b
A16-11MT,0,1,0,0,3,https://www.epeat.net/product-details/42a63ae6930f4bbb8522f70e7b3889d4
A16-52M,0,1,0,0,3,https://www.epeat.net/product-details/505b951a2e5e4fa98c4a4d341c1a1ee3
A16-52M,0,1,0,0,3,https://www.epeat.net/product-details/013a8b398227468db0a67c8bdd906271
A16-52MT,0,1,0,0,3,https://www.epeat.net/product-details/5bc5d0f7d73147629d683a21e94b4c04
A16-52MT,0,1,0,0,3,https://www.epeat.net/product-details/6609cad213274a5c819c8de37ea0d11a
A16-61M,0,1,0,0,3,https://www.epeat.net/product-details/7574f42aab2348599fd3319d5af0d3e1
A16-61M,0,1,0,0,3,https://www.epeat.net/product-details/2f511771f38b4b92954b5cc246e6459e
A16-61MT,0,1,0,0,3,https://www.epeat.net/product-details/04d6e3a23f6d4a8ab3bd0958fc18a014
A16-61MT,0,1,0,0,3,https://www.epeat.net/product-details/66ff3173ba724fadabd6aee7bbc87177
A16-71M,0,1,0,0,3,https://www.epeat.net/product-details/0246fb23631c438fa2993d30e119a3c8
A16-71M,0,1,0,0,3,https://www.epeat.net/product-details/52bf614cdf294edfbcb3023d9da94b18
A17-51M,0,1,0,0,2,https://www.epeat.net/product-details/04a9c252dca9410d895755518fa3839f
A517-58M,0,1,0,0,2,https://www.epeat.net/product-details/9aa5c972969f48c4bc0bd161eb4cfa55
AccurioPress 7120,0,1,0,0,2,https://www.epeat.net/product-details/981f5486968a449ca6956232708fae47
AccurioPress 7120,0,1,0,0,2,https://www.epeat.net/product-details/313e825ea5304b19ab88d7f410e870c5
AccurioPress 7136,0,1,0,0,2,https://www.epeat.net/product-details/851e1909ebe0479e94a2da752f707cca
AccurioPress 7136,0,1,0,0,2,https://www.epeat.net/product-details/2a85e178f81949b38fc56d29a39152d3
AccurioPress 7136P,0,1,0,0,2,https://www.epeat.net/product-details/598d3edb2bbd4c239cf9438b06d9640c
AccurioPress 7136P,0,1,0,0,2,https://www.epeat.net/product-details/f5f1db4ac9794acaa7be003ad1cc3a2e
AccurioPress C12000,0,1,0,0,3,https://www.epeat.net/product-details/4ec05e9bfbf64a198091e9255f8e712a
AccurioPress C12000,0,1,0,0,2,https://www.epeat.net/product-details/3fa36ac802554e50956eea1e165ceb42
AccurioPress C14000,0,1,0,0,3,https://www.epeat.net/product-details/47a7264879e149c9a36f4f923785f090
AccurioPress C14000,0,1,0,0,2,https://www.epeat.net/product-details/9e93677bad7c46f3bfaae85b52b22ef9
AccurioPress C4070,0,1,0,0,3,https://www.epeat.net/product-details/2bd8fe26718e48c3aeb2df14f7a80ffd
AccurioPress C4070,0,1,0,0,2,https://www.epeat.net/product-details/42049c26df614f6586c2a5cabb202cd7
AccurioPress C4080,0,1,0,0,3,https://www.epeat.net/product-details/0f609f0640a842bdb93dc8c1cfea802e
AccurioPress C4080,0,1,0,0,2,https://www.epeat.net/product-details/1db1c30c64144819be2067c83162dbdc
AccurioPress C7090,0,1,0,0,3,https://www.epeat.net/product-details/f606d1ceff75466e9d3917eea866ba07
AccurioPress C7090,0,1,0,0,2,https://www.epeat.net/product-details/04899c89a47b4c48afec4815f65bdb09
AccurioPress C7100,0,1,0,0,3,https://www.epeat.net/product-details/ca9dfaee546f43b88728e6658de74e03
AccurioPress C7100,0,1,0,0,2,https://www.epeat.net/product-details/f742279463c048d88b286840178d56cc
AccurioPrint 2100,0,1,0,0,3,https://www.epeat.net/product-details/ee48480a32e04deda522668db004d191
AccurioPrint 2100,0,1,0,0,2,https://www.epeat.net/product-details/d5bf578980904484859ac2b73e603578
AccurioPrint C4065,0,1,0,0,3,https://www.epeat.net/product-details/dcba5be4b09a4de1a7c8e27849f292ba
AccurioPrint C4065,0,1,0,0,2,https://www.epeat.net/product-details/133a1c4541924d9887817dce833c5e9d
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/351cc669bb2b4b53989f4080afbd9914
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/e97f9038958048039fc4ef4062c337a2
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/ebadd1197dec402c9bc9c33d8fdf786f
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/735a98695d054a8783459ca9cbb51e0b
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/f8247f072a2a4599bf87251a27a9dd97
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/4032aa345e25452187ecc8fa9d28234d
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/8b3aed7cd33247f8bac2a7d101a0481b
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/3c019fae7efe4e21bbe5c5c62c84a101
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/2eda2b5cfdf74c1cbf4bb513fde74155
Acer Aspire 14 AI A14-A71M,0,1,0,0,3,https://www.epeat.net/product-details/ccfa7c9fc3444cc0907abb7a96afbddb
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/3ed4a7fb6a4445bea0a055f8e9d7bbf5
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/cc7aec9f5317415983ea8ce6dfa8b4b9
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/54476d72909c4b55acf1490db850fc17
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/912fb4fb31834e7eb39ba6f4f38590b2
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/2554b6826f7b40b599907f046fb1945c
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/48b5fc8f710a46788beb40814f299f2d
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/aa6fee0fc4e348318483a1cfe7b0d085
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/845fe9389f84444188f61d6208b792a8
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/bbc09f919e124608ac0633765a0b0e80
Acer Aspire 14 AI A14-A71MT,0,1,0,0,3,https://www.epeat.net/product-details/1f060331fe19432684fab3a23fa45ca4
Acer Aspire 16 AI A16-52M,0,1,0,0,3,https://www.epeat.net/product-details/7e1040399c1f4cb4abe4dd12c40adca8
Acer Aspire 16 AI A16-52M,0,1,0,0,3,https://www.epeat.net/product-details/9ef94d8eff5248118c769b029eb5d208
Acer Aspire 16 AI A16-52M,0,1,0,0,3,https://www.epeat.net/product-details/1b1b67ed88c24327a89fa24c288fd6c5
Acer Aspire 17 A17-51M,0,1,0,0,2,https://www.epeat.net/product-details/fbdb5d0f3d68411aa6f2caedf9dc19f4
Acer Aspire 17 A17-51M,0,1,0,0,2,https://www.epeat.net/product-details/9b50897a06ae453db6bc9cc8d128debf
Acer Aspire 17 A17-51M,0,1,0,0,2,https://www.epeat.net/product-details/2e68230669f74deab3825b210bb41c05
Acer Aspire Go 14 AG14-72P,0,1,0,0,3,https://www.epeat.net/product-details/02dac31361324702928acdb0443efb73
Acer Aspire Go 14 AG14-72P,0,1,0,0,3,https://www.epeat.net/product-details/bcecf6f05cb740ec8e328c3458c5ef27
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/50b503a773ab423daa6ad8fcdc0db222
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/770135138298463f900f727e91389c12
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/ae7981aa9a2d4aa8a9c70826865ac5e9
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/ab1403c9f77146b583e14ddc6a22c40d
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/617277c0d291431885dee2437b3b9bd6
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/0821be1f294c45a79fb10a0b1892417e
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/ce3a89f69e254e0d80b75eda119d8b9c
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/1e0b10f90fff4a60bf2ffb1679aa2bba
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/e9cd5399373d44d9bdbc3ad0fac51add
Acer Aspire Go 15 AG15-44P,0,1,0,0,3,https://www.epeat.net/product-details/6782d0db5af244f5b58aa765b368ca9b
Acer Aspire Go 15 AG15-72P,0,1,0,0,3,https://www.epeat.net/product-details/eddda02d07cb45288658e4c1a9af26ee
Acer Aspire Go 15 AG15-72P,0,1,0,0,3,https://www.epeat.net/product-details/a6d8d21cca8040efad003d78d662af31
Acer Aspire Go 15 AG15-72P,0,1,0,0,3,https://www.epeat.net/product-details/1a6f85fb2209477593b16ce5f91822d2
Acer Aspire Go 15 AG15-72P,0,1,0,0,3,https://www.epeat.net/product-details/40deda3875fd4f1babfcbf7075d06d39
Acer Aspire Go 16 AG16-71P,0,1,0,0,3,https://www.epeat.net/product-details/7a8484b32cd5445ab05c87ba41d6479a
Acer Aspire Go 16 AG16-71P,0,1,0,0,3,https://www.epeat.net/product-details/0271fc1235ea4a7dbbdf49b46e0dec57
Acer Aspire Go 16 AG16-71P,0,1,0,0,3,https://www.epeat.net/product-details/8521ee4dd4c44358836b0d3dae15423a
Acer Aspire Go 16 AG16-71PT,0,1,0,0,3,https://www.epeat.net/product-details/6ea4542d272f49ae8ddf8aa760926ee1
Acer Aspire Go 16 AG16-71PT,0,1,0,0,3,https://www.epeat.net/product-details/b8d2227bbcb14e0aa509db97a638c048
Acer Chromebook 311 C723,0,1,0,0,3,https://www.epeat.net/product-details/1c4101bf81c941a99980c6e88cb0c405
Acer Chromebook 311 C723,0,1,0,0,3,https://www.epeat.net/product-details/5365325dc2c54568aa0e2c81c812226f
Acer Chromebook 311 C723T,0,1,0,0,3,https://www.epeat.net/product-details/b2889369db7542a188096c633d22b8da
Acer Chromebook 311 C723T,0,1,0,0,3,https://www.epeat.net/product-details/e1e0f17f7d01452eb9f78430da2a6fa8
Acer Chromebook 311 C723T,0,1,0,0,3,https://www.epeat.net/product-details/db96f91e7ca04b2a8c61511178eb07a0
Acer Chromebook 314 C934,0,1,0,0,2,https://www.epeat.net/product-details/9acd82e7b7c54713919af250fba77eeb
Acer Chromebook 314 C934,0,1,0,0,2,https://www.epeat.net/product-details/8a10a50430b04dcbb76ecb18da4b2c7b
Acer Chromebook 314 C934,0,1,0,0,2,https://www.epeat.net/product-details/43b625941e164106aa08694315ebf709
Acer Chromebook 314 C934,0,1,0,0,2,https://www.epeat.net/product-details/3b43500e41eb4e6795f9df6501167058
Acer Chromebook 314 C934T,0,1,0,0,2,https://www.epeat.net/product-details/6615a086413e47419496fa06d8d67294
Acer Chromebook 314 C934T,0,1,0,0,2,https://www.epeat.net/product-details/5454540b42824b3fafa307f59d56cd59
Acer Chromebook 314 C934T,0,1,0,0,2,https://www.epeat.net/product-details/89589f86e3a348fdb25844d77721eaaf
Acer Chromebook 314 C934T,0,1,0,0,2,https://www.epeat.net/product-details/f15135e6fd104917a4538cd5b893416a
Acer Chromebook 314 C936,0,1,0,0,3,https://www.epeat.net/product-details/ffe058425c9249d7802619461657b886
Acer Chromebook 314 C936,0,1,0,0,3,https://www.epeat.net/product-details/e3ad1f0c6ce54240b6f1c0910c40435e
Acer Chromebook 314 C936T,0,1,0,0,2,https://www.epeat.net/product-details/59f3350419f54c76b682ae61987cd312
Acer Chromebook 314 C936T,0,1,0,0,3,https://www.epeat.net/product-details/f6c9779d86a24d8e871283280e91461a
Acer Chromebook 314 C936T,0,1,0,0,3,https://www.epeat.net/product-details/3574a76a8c2f45b4a45d6b26624e7262
Acer Chromebook 314 CB314-3H,0,1,0,0,2,https://www.epeat.net/product-details/179b4f8355dd42b4b185c7a4ec285f66
Acer Chromebook 314 CB314-3H,0,1,0,0,2,https://www.epeat.net/product-details/e8955c0590c84d7e8ca8f5b099d10cc1
Acer Chromebook 314 CB314-3HT,0,1,0,0,2,https://www.epeat.net/product-details/d091e6b90f71434ba89c9a86423a6922
Acer Chromebook 314 CB314-3HT,0,1,0,0,2,https://www.epeat.net/product-details/3878a27615884ef8880e86446da1cebf
Acer Chromebook 314 CB314-3HT,0,1,0,0,2,https://www.epeat.net/product-details/83b89a57d2a341089edcb59f91f2c913
Acer Chromebook 314 CB314-4H,0,1,0,0,3,https://www.epeat.net/product-details/2b8992b29cb247e2b39e4a4b73c18e94
Acer Chromebook 314 CB314-4H,0,1,0,0,3,https://www.epeat.net/product-details/8ac74ba93c3848beb031c9a3ba72d370
Acer Chromebook 314 CB314-4HT,0,1,0,0,3,https://www.epeat.net/product-details/155d1b5e1b114ddd9525cd0f3a11e121
Acer Chromebook 314 CB314-4HT,0,1,0,0,3,https://www.epeat.net/product-details/96258243990a4e53966dca7beab3dfdf
Acer Chromebook 314 CB314-4HT,0,1,0,0,3,https://www.epeat.net/product-details/395b2d25858f470085618e1325e666a0
Acer Chromebook 315 CB315-4H,0,1,0,0,2,https://www.epeat.net/product-details/8b4a3b5d585b4c58965832e0c59db54f
Acer Chromebook 315 CB315-4H,0,1,0,0,2,https://www.epeat.net/product-details/01c24bc6f1ab49f68492ac65c873c78f
Acer Chromebook 315 CB315-4H,0,1,0,0,2,https://www.epeat.net/product-details/572cec69038d4119a6e78d4d8a3189b4
Acer Chromebook 315 CB315-4HT,0,1,0,0,2,https://www.epeat.net/product-details/e046a9709ed24ae4b40b814ce266d232
Acer Chromebook 315 CB315-4HT,0,1,0,0,2,https://www.epeat.net/product-details/2c90b4d0ec874d959f84ae01abd0d122
Acer Chromebook 315 CB315-4HT,0,1,0,0,2,https://www.epeat.net/product-details/f565d95b7ad141ac8744f33b65ce3b9d
Acer Chromebook 315 CB315-6H,0,1,0,0,3,https://www.epeat.net/product-details/35dbfe3aa27940daaff8c4d68cbd2ec2
Acer Chromebook 315 CB315-6H,0,1,0,0,3,https://www.epeat.net/product-details/cd8ab8271b8845b6815370c287de032c
Acer Chromebook 315 CB315-6H-TCO,0,1,0,0,2,https://www.epeat.net/product-details/629b168a4b8449029123ab06e333a77f
Acer Chromebook 315 CB315-6HT,0,1,0,0,3,https://www.epeat.net/product-details/5cf7f0614fe7475da8769f2daaa211a3
Acer Chromebook 315 CB315-6HT,0,1,0,0,3,https://www.epeat.net/product-details/10ef7dbbdf3a4935bd8e5b70c80e7ee2
Acer Chromebook 315 CB315-7H,0,1,0,0,3,https://www.epeat.net/product-details/47abbcdfd579431abe9770f03e7b61f1
Acer Chromebook 315 CB315-7H,0,1,0,0,3,https://www.epeat.net/product-details/0f7aae6b23044848bcfc26229ba2900b
Acer Chromebook 315 CB315-7HT,0,1,0,0,3,https://www.epeat.net/product-details/615993719b024dccbe5cf632bf54523d
Acer Chromebook 315 CB315-7HT,0,1,0,0,3,https://www.epeat.net/product-details/78b51d6a4ab54adcb57c1a80e561b1dc
Acer Chromebook 511 C736,0,1,0,0,3,https://www.epeat.net/product-details/1501b5d0c4d444dd9b4e47422fa991b7
Acer Chromebook 511 C736,0,1,0,0,3,https://www.epeat.net/product-details/e4ed4a376b66457f9d8b890b64b8844d
Acer Chromebook 511 C736,0,1,0,0,3,https://www.epeat.net/product-details/f15e40609e76404885692760d5889e86
Acer Chromebook 511 C736,0,1,0,0,3,https://www.epeat.net/product-details/e3a6a19c22154bd39c384a2da6a8f32c
Acer Chromebook 511 C736L,0,1,0,0,3,https://www.epeat.net/product-details/58d492afb47c4dc9934b7bada02d39d1
Acer Chromebook 511 C736L,0,1,0,0,3,https://www.epeat.net/product-details/6a7138f63c8d4585911b05c7dc4097d4
Acer Chromebook 511 C736LT,0,1,0,0,3,https://www.epeat.net/product-details/01b588fe28824afcb2043f0137b3fd43
Acer Chromebook 511 C736LT,0,1,0,0,3,https://www.epeat.net/product-details/1c5d411b095249d9a5134fca340dbdfa
Acer Chromebook 511 C736T,0,1,0,0,3,https://www.epeat.net/product-details/fc5c50578a904557a85eb9dde5c172e3
Acer Chromebook 511 C736T,0,1,0,0,3,https://www.epeat.net/product-details/751cd59375c84c48a43d01f7ccf219fd
Acer Chromebook 511 C736T,0,1,0,0,3,https://www.epeat.net/product-details/9185ca4ed1404b26b29ce40bda5942e8
Acer Chromebook 511 C736T,0,1,0,0,3,https://www.epeat.net/product-details/d4f2737fbcbb4f19ba9f5ebc5958aa18
Acer Chromebook 511 C737,0,1,0,0,3,https://www.epeat.net/product-details/9b79fcfe56754ba7b19341119db5db2a
Acer Chromebook 511 C737,0,1,0,0,3,https://www.epeat.net/product-details/6ca719fc65d74c1c881fc32fa4daaf97
Acer Chromebook 511 C737T,0,1,0,0,3,https://www.epeat.net/product-details/847163b8c09e42f8930ddcab236c9518
Acer Chromebook 511 C737T,0,1,0,0,3,https://www.epeat.net/product-details/18f4c64819c5495aaba606d3440ae35d
Acer Chromebook 514 C937,0,1,0,0,3,https://www.epeat.net/product-details/30d0d11956554550922e38a99317569c
Acer Chromebook 514 C937,0,1,0,0,3,https://www.epeat.net/product-details/d752614d6ecc46e39d10cdcff5bcbfcc
Acer Chromebook 514 C937-TCO,0,1,0,0,3,https://www.epeat.net/product-details/cedceeb199ed45dab75d2de441583cfc
Acer Chromebook 514 C937T,0,1,0,0,3,https://www.epeat.net/product-details/4df3ddd8975445028e9031b25ecffe6e
Acer Chromebook 514 C937T,0,1,0,0,3,https://www.epeat.net/product-details/5b76b1b2559a450f9864eb0f1730e7d9
Acer Chromebook 514 CB514-3H,0,1,0,0,2,https://www.epeat.net/product-details/6110f1898f6141d2bd959bae7c754ca1
Acer Chromebook 514 CB514-3H,0,1,0,0,2,https://www.epeat.net/product-details/456f568b569842b2a62724add1864c68
Acer Chromebook 514 CB514-3H,0,1,0,0,2,https://www.epeat.net/product-details/da0d027ff3cf46f1847622e537137d24
Acer Chromebook 514 CB514-3H,0,1,0,0,2,https://www.epeat.net/product-details/2d4c8808742846e8b062af4aae3e37f5
Acer Chromebook 514 CB514-3HT,0,1,0,0,2,https://www.epeat.net/product-details/ad7bc83f447744e181ac87ae8656417a
Acer Chromebook 514 CB514-3HT,0,1,0,0,2,https://www.epeat.net/product-details/52bad4bac83a46ada201742af4ca7b60
Acer Chromebook 514 CB514-3HT,0,1,0,0,2,https://www.epeat.net/product-details/effda0505cd6485d8c2823f9203888b3
Acer Chromebook 515 CB515-2H,0,1,0,0,2,https://www.epeat.net/product-details/48f6895fc9be480d890454bee0b4dba5
Acer Chromebook 515 CB515-2H,0,1,0,0,2,https://www.epeat.net/product-details/5b384a9efafd4c3fb20923855d5497cf
Acer Chromebook 515 CB515-2H,0,1,0,0,2,https://www.epeat.net/product-details/1b86d35a252c46bdbb616f402443b74f
Acer Chromebook 515 CB515-2H,0,1,0,0,2,https://www.epeat.net/product-details/fc91a34d0d8b41b2a4375fcc05f69fe0
Acer Chromebook 515 CB515-2HT,0,1,0,0,2,https://www.epeat.net/product-details/e37df5f11ac64fe784c9def883aed953
Acer Chromebook 515 CB515-2HT,0,1,0,0,2,https://www.epeat.net/product-details/82e46b22bc484f74b40986de0b693da9
Acer Chromebook Plus 514 CB514-4H,0,1,0,0,3,https://www.epeat.net/product-details/665a0cfaaa704b65a0155162b0b12f88
Acer Chromebook Plus 514 CB514-4H,0,1,0,0,3,https://www.epeat.net/product-details/e803b4769f3341d1beb832e9060da72e
Acer Chromebook Plus 514 CB514-4HT,0,1,0,0,3,https://www.epeat.net/product-details/74b01838bd494413b647de4f847738a9
Acer Chromebook Plus 514 CB514-4HT,0,1,0,0,3,https://www.epeat.net/product-details/58a7a8ce73b84ddf9e1cfefd1dd5b3b9
Acer Chromebook Plus 514 CB514-5H,0,1,0,0,3,https://www.epeat.net/product-details/f14b5868f2974b60a24e51af4d142693
Acer Chromebook Plus 514 CB514-5H,0,1,0,0,3,https://www.epeat.net/product-details/defcfffc20fe4b5ea096f59bba29f6a5
Acer Chromebook Plus 514 CB514-5HT,0,1,0,0,3,https://www.epeat.net/product-details/83e24e924f61426899bcdefea3158c31
Acer Chromebook Plus 514 CB514-5HT,0,1,0,0,3,https://www.epeat.net/product-details/3806cef846d64f22bdab455a8d0ec5ba
Acer Chromebook Plus 514 CB514-6H,0,1,0,0,3,https://www.epeat.net/product-details/e9281b476cd84c2181ddac8b4932edd5
Acer Chromebook Plus 514 CB514-6H,0,1,0,0,3,https://www.epeat.net/product-details/1be8c7e3825248ceba123758c5d81648
Acer Chromebook Plus 514 CB514-6HT,0,1,0,0,3,https://www.epeat.net/product-details/b77ce81d494446dbb1ce74c21c8b5891
Acer Chromebook Plus 514 CB514-6HT,0,1,0,0,3,https://www.epeat.net/product-details/4fdf8f2aabf74e0e9174dfe246ebebc0
Acer Chromebook Plus 514 CBE594-3,0,1,0,0,3,https://www.epeat.net/product-details/18381a61a8a24aebafec9e70719269e4
Acer Chromebook Plus 514 CBE594-3,0,1,0,0,3,https://www.epeat.net/product-details/49f5036a721f40c1a8cc7bd3a3b40325
Acer Chromebook Plus 514 CBE594-3T,0,1,0,0,3,https://www.epeat.net/product-details/be5b41f2caf54511a9a02bf975e02fce
Acer Chromebook Plus 514 CBE594-3T,0,1,0,0,3,https://www.epeat.net/product-details/99164f262574426a8e32b47ac19f519d
Acer Chromebook Plus 516 CB516-1H,0,1,0,0,3,https://www.epeat.net/product-details/64d0dd0baa314407a44971907924b3c8
Acer Chromebook Plus 516 CB516-1H,0,1,0,0,3,https://www.epeat.net/product-details/4a99087da05f490f93c949a1cba98ca7
Acer Chromebook Plus 516 CB516-1HT,0,1,0,0,3,https://www.epeat.net/product-details/5dbc1ec06c7246189890b7d83b8f87cc
Acer Chromebook Plus 516 CB516-1HT,0,1,0,0,3,https://www.epeat.net/product-details/28406c5905dc4c57923b2520c262634e
